X , Y , error , micros , speed
0.03 , 1.14 , 0 , 28314124 , 2.17
0.03 , 1.14 , 0 , 28338408 , 2.06
0.03 , 1.14 , 0 , 28362736 , 2.13
0.02 , 1.14 , 0 , 28387016 , 2.09
0.02 , 1.14 , 0 , 28411296 , 2.29
0.02 , 1.14 , 0 , 28435620 , 2.02
0.01 , 1.14 , 0 , 28459936 , 2.18
0.01 , 1.14 , 0 , 28484276 , 2.07
0.00 , 1.14 , 0 , 28508588 , 2.13
0.00 , 1.14 , 0 , 28532904 , 2.19
-0.00 , 1.14 , 0 , 28557184 , 2.05
-0.01 , 1.14 , 0 , 28581520 , 2.19
-0.01 , 1.14 , 0 , 28605836 , 2.08
-0.01 , 1.14 , 0 , 28630152 , 2.15
-0.02 , 1.14 , 0 , 28654504 , 2.19
-0.02 , 1.14 , 0 , 28678844 , 2.07
-0.02 , 1.14 , 0 , 28703176 , 2.18
-0.03 , 1.14 , 0 , 28727504 , 2.07
-0.03 , 1.14 , 0 , 28751820 , 2.08
-0.03 , 1.14 , 0 , 28776112 , 2.20
-0.04 , 1.14 , 0 , 28800452 , 2.06
-0.04 , 1.14 , 0 , 28824780 , 2.13
-0.04 , 1.14 , 0 , 28849124 , 2.08
-0.05 , 1.14 , 0 , 28873476 , 2.18
-0.05 , 1.14 , 0 , 28897792 , 2.08
-0.05 , 1.14 , 0 , 28922108 , 2.09
-0.06 , 1.14 , 0 , 28946452 , 2.07
-0.06 , 1.14 , 0 , 28970756 , 2.03
-0.06 , 1.14 , 0 , 28995064 , 2.17
-0.07 , 1.14 , 0 , 29019348 , 2.08
-0.07 , 1.14 , 0 , 29043680 , 2.13
-0.07 , 1.14 , 0 , 29067980 , 2.08
-0.08 , 1.14 , 0 , 29092272 , 2.07
-0.08 , 1.14 , 0 , 29116628 , 2.05
-0.08 , 1.14 , 0 , 29140952 , 2.06
-0.09 , 1.14 , 0 , 29165292 , 1.97
-0.09 , 1.14 , 0 , 29189640 , 1.97
-0.09 , 1.14 , 0 , 29213968 , 1.96
-0.10 , 1.14 , 0 , 29238304 , 2.06
-0.10 , 1.14 , 0 , 29262608 , 2.05
-0.10 , 1.14 , 0 , 29286956 , 1.94
-0.11 , 1.14 , 0 , 29311308 , 2.05
-0.11 , 1.14 , 0 , 29335636 , 1.96
-0.11 , 1.14 , 0 , 29359936 , 1.95
-0.12 , 1.14 , 0 , 29384256 , 2.06
-0.12 , 1.14 , 0 , 29408588 , 1.97
-0.12 , 1.14 , 0 , 29432928 , 1.96
-0.13 , 1.14 , 0 , 29457236 , 2.08
-0.13 , 1.14 , 0 , 29481564 , 1.87
-0.13 , 1.14 , 0 , 29505924 , 1.94
-0.13 , 1.14 , 0 , 29530208 , 2.07
-0.14 , 1.14 , 0 , 29554544 , 1.80
-0.14 , 1.14 , 0 , 29578852 , 2.05
-0.14 , 1.14 , 0 , 29603184 , 1.86
-0.15 , 1.14 , 0 , 29627524 , 1.84
-0.15 , 1.14 , 0 , 29651884 , 2.04
-0.15 , 1.14 , 0 , 29676232 , 1.76
-0.16 , 1.14 , 0 , 29700552 , 2.04
-0.16 , 1.14 , 0 , 29724924 , 1.75
-0.16 , 1.14 , 0 , 29749240 , 1.88
-0.17 , 1.14 , 0 , 29773580 , 1.95
-0.17 , 1.14 , 0 , 29797908 , 1.65
-0.17 , 1.14 , 0 , 29822208 , 2.06
-0.17 , 1.14 , 0 , 29846520 , 1.87
-0.18 , 1.14 , 0 , 29870828 , 1.78
-0.18 , 1.14 , 0 , 29895172 , 1.97
-0.18 , 1.14 , 0 , 29919472 , 1.83
-0.19 , 1.14 , 0 , 29943756 , 1.78
