X , Y , error , micros , speed
-0.01 , 1.14 , 0 , 48681156 , 2.08
-0.02 , 1.14 , 0 , 48705476 , 2.08
-0.02 , 1.14 , 0 , 48729816 , 2.23
-0.02 , 1.14 , 0 , 48754096 , 2.07
-0.03 , 1.14 , 0 , 48778424 , 2.18
-0.03 , 1.14 , 0 , 48802744 , 2.09
-0.03 , 1.14 , 0 , 48827072 , 1.97
-0.04 , 1.14 , 0 , 48851428 , 2.17
-0.04 , 1.14 , 0 , 48875708 , 2.18
-0.04 , 1.14 , 0 , 48900040 , 2.07
-0.05 , 1.14 , 0 , 48924364 , 2.24
-0.05 , 1.14 , 0 , 48948688 , 1.98
-0.05 , 1.14 , 0 , 48972996 , 2.28
-0.06 , 1.14 , 0 , 48997296 , 2.07
-0.06 , 1.14 , 0 , 49021572 , 2.19
-0.06 , 1.14 , 0 , 49045892 , 2.16
-0.07 , 1.14 , 0 , 49070188 , 2.06
-0.07 , 1.14 , 0 , 49094500 , 2.08
-0.07 , 1.14 , 0 , 49118784 , 2.18
-0.07 , 1.14 , 0 , 49144400 , 0.00
-0.07 , 1.14 , 0 , 49169940 , 0.00
-0.07 , 1.14 , 0 , 49195468 , 0.00
